Age,Gender,Job,Income,Relation,Event,Gift
40,Male,Doctor,20000,Wife,Christmas,Grey Gold Stars Travel Wallet
45,Female,Doctor,0,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
35,Male,Doctor,5000,Wife,Christmas,christmas hat socks
40,Male,Teacher,20000,Wife,Christmas,christmas hat socks
30,Male,Singer,32767,Wife,Christmas,Grey Gold Stars Travel Wallet
40,Male,Teacher,10000,Wife,Christmas,Chocolate Christmas Woman
15,,Engineer,0,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
25,Male,Engineer,10000,Wife,Christmas,Chocolate Christmas Woman
40,Male,Engineer,20000,Wife,Christmas,christmas hat socks
35,Male,Doctor,20000,Wife,Christmas,christmas hat socks
45,Female,Police,20000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
35,Male,Footballer,20000,Wife,Christmas,christmas hat socks
35,Male,Engineer,15000,Wife,Christmas,Grey Gold Stars Travel Wallet
45,Male,Doctor,0,Wife,Christmas,Grey Gold Stars Travel Wallet
40,Male,Doctor,20000,Wife,Christmas,christmas hat socks
35,Male,Engineer,15000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
15,Female,Engineer,20000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
35,Male,Engineer,15000,Wife,Christmas,christmas hat socks
45,Male,Doctor,15000,Wife,Christmas,Grey Gold Stars Travel Wallet
40,Male,Teacher,5000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
35,Male,Doctor,20000,Wife,Christmas,Grey Gold Stars Travel Wallet
45,Female,Teacher,15000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
45,Male,Teacher,15000,Wife,Christmas,Grey Gold Stars Travel Wallet
15,Male,Engineer,20000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
40,Male,Engineer,20000,Wife,Christmas,Chocolate Christmas Woman
45,Male,Doctor,20000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
15,Male,Engineer,20000,Wife,Christmas,Chocolate Christmas Woman
35,Female,Doctor,20000,Wife,Christmas,christmas hat socks
35,Female,Teacher,15000,Wife,Christmas,Chocolate Christmas Woman
35,Male,Naguib saweras partner,20000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
15,Male,Teacher,15000,Wife,Christmas,Chocolate Christmas Woman
40,Male,Teacher,0,Wife,Christmas,Grey Gold Stars Travel Wallet
15,Male,Teacher,0,Wife,Christmas,Chocolate Christmas Woman
40,Male,Teacher,20000,Wife,Christmas,Chocolate Christmas Woman
15,Female,Teacher,15000,Wife,Christmas,Grey Gold Stars Travel Wallet
40,Male,Doctor,10000,Wife,Christmas,christmas hat socks
35,Male,Singer,32767,Wife,Christmas,Chocolate Christmas Woman
40,Male,Engineer,10000,Wife,Christmas,Grey Gold Stars Travel Wallet
15,Male,Teacher,5000,Wife,Christmas,Chocolate Christmas Woman
15,Male,Doctor,10000,Wife,Christmas,Chocolate Christmas Woman
40,Female,Doctor,15000,Wife,Christmas,Grey Gold Stars Travel Wallet
25,Male,Footballer at el ahly sc,20000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
35,Male,Engineer,10000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
15,Male,Doctor,15000,Wife,Christmas,Build Your Own Peacock Butterfly Wall Decoration
15,Female,Doctor,15000,Wife,Christmas,christmas hat socks
15,Female,Teacher,10000,Wife,Christmas,Chocolate Christmas Woman
20,Male,خريج,0,Husband,Christmas,Personalized Golf Hat
20,Female,Student,0,Husband,Christmas,Personalized LOVE Photos
20,Male,Student,0,Husband,Christmas,Personalized LOVE Photos
15,Male,Student,0,Husband,Christmas,
20,Male,Student,0,Husband,Christmas,Hometown Personalized Puzzle
20,Male,police officer,5000,Husband,Christmas,100 Hikes Personalized Book
20,Male,Engineer,10000,Husband,Christmas,Hometown Personalized Puzzle
25,Male,Engineer,15000,Husband,Christmas,Personalized Golf Hat
20,Male,gym trainer,5000,Husband,Christmas,100 Hikes Personalized Book
20,Female,Designer,0,Husband,Christmas,Personalized LOVE Photos
35,Male,Teacher,10000,Husband,Christmas,100 Hikes Personalized Book
35,Male,Teacher,10000,Husband,Christmas,Personalized LOVE Photos
25,Female,Teacher,5000,Husband,Christmas,Personalized LOVE Photos
30,Female,house wife,0,Husband,Christmas,Hometown Personalized Puzzle
20,Female,Student,0,Husband,Christmas,Personalized Golf Hat
20,Female,Teacher,5000,Husband,Christmas,Personalized Golf Hat
30,Female,secretary,10000,Husband,Christmas,Personalized Golf Hat
15,Female,Student,0,Husband,Christmas,Hometown Personalized Puzzle
20,Female,Student,20000,Husband,Christmas,Personalized LOVE Photos
15,Male,Student,0,Husband,Christmas,Hometown Personalized Puzzle
20,Male,Doctor,0,Husband,Christmas,Personalized LOVE Photos
15,Male,Student,0,Husband,Christmas,100 Hikes Personalized Book
15,Female,Student,0,Husband,Christmas,Personalized LOVE Photos
25,Male,employee,5000,Husband,Christmas,100 Hikes Personalized Book
20,Male,Student,0,Husband,Christmas,Personalized Golf Hat
25,Male,mechanic,5000,Husband,Christmas,Personalized Golf Hat
25,Male,Teacher,5000,Husband,Christmas,Hometown Personalized Puzzle
15,Male,Student,0,Husband,Christmas,Personalized Golf Hat
20,Male,sales,5000,Husband,Christmas,Personalized Golf Hat
25,Male,security gaurd at night club,10000,Husband,Christmas,Hometown Personalized Puzzle
15,Male,Student,5000,Husband,Christmas,Personalized LOVE Photos
15,Female,Student,0,Husband,Christmas,Personalized Golf Hat
20,Male,Engineer,20000,Husband,Christmas,Hometown Personalized Puzzle
15,Male,Student,0,Husband,Christmas,Personalized LOVE Photos
20,Female,Teacher,0,Husband,Christmas,Personalized Golf Hat
20,Male,Engineer,5000,Husband,Christmas,Personalized LOVE Photos
20,Female,Student,0,Husband,Christmas,Hometown Personalized Puzzle
20,Male,driver,5000,Husband,Christmas,Hometown Personalized Puzzle
25,Male,waiter,5000,Husband,Christmas,Hometown Personalized Puzzle
25,Male,Engineer,10000,Husband,Christmas,Hometown Personalized Puzzle
20,Male,Student,0,Husband,Christmas,100 Hikes Personalized Book
20,Male,skate trainer,5000,Husband,Christmas,100 Hikes Personalized Book
25,Female,housewife,0,Husband,Christmas,Personalized LOVE Photos
30,Female,housewife,0,Husband,Christmas,Personalized LOVE Photos
54,Female,nurse,5000,Husband,Christmas,100 Hikes Personalized Book
58,Male,worker,5000,Husband,Christmas,Personalized LOVE Photos
45,Male,Engineer,32767,Husband,Christmas,100 Hikes Personalized Book
40,Female,housewife,5000,Husband,Christmas,Hometown Personalized Puzzle
45,Male,driver,5000,Husband,Christmas,Personalized LOVE Photos
40,Female,housewife,0,Husband,Christmas,Personalized LOVE Photos
83,Male,retired,5000,Husband,Christmas,Personalized LOVE Photos
75,Female,housewife,0,Husband,Christmas,100 Hikes Personalized Book
51,Male,Engineer,0,Husband,Christmas,ckothes
45,Female,housewife,0,Husband,Christmas,100 Hikes Personalized Book
30,Female,housewife,5000,Husband,Christmas,clothes
25,Male,Doctor,10000,Husband,Christmas,Hometown Personalized Puzzle
15,Female,Student,0,Husband,Christmas,100 Hikes Personalized Book
25,Male,Engineer,10000,Husband,Christmas,100 Hikes Personalized Book
40,Male,businessman,250,Husband,Christmas,Hometown Personalized Puzzle
20,Female,Engineer,20000,Husband,Christmas,Personalized Golf Hat
20,Female,Chemistry engineer,30000,Husband,Christmas,Personalized LOVE Photos
20,Female,Engineer,5000,Husband,Christmas,Personalized Golf Hat
25,Female,Teacher,10000,Husband,Christmas,100 Hikes Personalized Book
20,Female,TA assistant,0,Husband,Christmas,100 Hikes Personalized Book
20,Female,Teacher,15000,Husband,Christmas,100 Hikes Personalized Book
20,Female,Teacher,5000,Husband,Christmas,Hometown Personalized Puzzle
20,Female,Doctor,20000,Husband,Christmas,Hometown Personalized Puzzle
20,Female,Doctor,15000,Husband,Christmas,Personalized LOVE Photos
25,Male,Student,0,Husband,Christmas,Personalized LOVE Photos
40,Female,Teacher,5000,Husband,Christmas,Hometown Personalized Puzzle
25,Male,Student,0,Husband,Christmas,100 Hikes Personalized Book
15,Female,Engineer,0,Husband,Christmas,Hometown Personalized Puzzle
25,Male,Student,0,Husband,Christmas,Personalized Golf Hat
20,Female,gym trainer,5000,Husband,Christmas,Hometown Personalized Puzzle
20,Female,model,10000,Husband,Christmas,Personalized LOVE Photos
25,Female,Teacher,5000,Husband,Christmas,Personalized Golf Hat
20,Female,Student,0,Husband,Christmas,100 Hikes Personalized Book
25,Female,vloger,10000,Husband,Christmas,Personalized LOVE Photos
20,Female,Doctor,0,Husband,Christmas,Hometown Personalized Puzzle
30,Female,Teacher,5000,Husband,Christmas,Personalized Golf Hat
35,Male,Doctor,32767,Husband,Christmas,Personalized LOVE Photos
25,Female,Sales,5000,Husband,Christmas,Personalized LOVE Photos
25,Male,Doctor,5000,Husband,Christmas,100 Hikes Personalized Book
25,Female,Secretary,10000,Husband,Christmas,Personalized LOVE Photos
20,Male,Engineer,0,Husband,Christmas,
15,Female,Doctor,0,Husband,Christmas,Personalized LOVE Photos
45,Male,Student,0,Husband,Christmas,100 Hikes Personalized Book
45,Female,Teacher,20000,Husband,Christmas,Hometown Personalized Puzzle
35,Male,banker,15000,Husband,Christmas,100 Hikes Personalized Book
30,Male,Engineer,20000,Husband,Christmas,Personalized Golf Hat
35,Male,Teacher,10000,Husband,Christmas,Personalized Golf Hat
45,Male,Doctor,20000,Husband,Christmas,Hometown Personalized Puzzle
15,Male,Engineer,0,Husband,Christmas,Hometown Personalized Puzzle
40,Male,Doctor,20000,Husband,Christmas,Personalized Golf Hat
45,Female,Doctor,0,Husband,Christmas,
35,Male,Doctor,5000,Husband,Christmas,100 Hikes Personalized Book
40,Male,Teacher,20000,Husband,Christmas,Personalized Golf Hat
30,Male,Singer,32767,Husband,Christmas,100 Hikes Personalized Book
40,Male,Teacher,10000,Husband,Christmas,Personalized LOVE Photos
15,,Engineer,0,Husband,Christmas,Personalized Golf Hat
25,Male,Engineer,10000,Husband,Christmas,Personalized LOVE Photos
40,Male,Engineer,20000,Husband,Christmas,Personalized LOVE Photos
35,Male,Doctor,20000,Husband,Christmas,100 Hikes Personalized Book
45,Female,Police,20000,Husband,Christmas,Personalized Golf Hat
35,Male,Footballer,20000,Husband,Christmas,Personalized Golf Hat
35,Male,Engineer,15000,Husband,Christmas,Personalized Golf Hat
45,Male,Doctor,0,Husband,Christmas,Hometown Personalized Puzzle
40,Male,Doctor,20000,Husband,Christmas,Personalized LOVE Photos
15,Female,Engineer,20000,Husband,Christmas,Hometown Personalized Puzzle
35,Male,Engineer,15000,Husband,Christmas,100 Hikes Personalized Book
45,Male,Doctor,15000,Husband,Christmas,Personalized LOVE Photos
40,Male,Teacher,5000,Husband,Christmas,Personalized LOVE Photos
45,Female,Teacher,15000,Husband,Christmas,Personalized LOVE Photos
45,Male,Teacher,15000,Husband,Christmas,Personalized LOVE Photos
15,Male,Engineer,20000,Husband,Christmas,Hometown Personalized Puzzle
40,Male,Engineer,20000,Husband,Christmas,Personalized Golf Hat
45,Male,Doctor,20000,Husband,Christmas,Personalized LOVE Photos
35,Female,Doctor,20000,Husband,Christmas,Personalized Golf Hat
35,Female,Teacher,15000,Husband,Christmas,Personalized LOVE Photos
35,Male,Naguib saweras partner,20000,Husband,Christmas,Hometown Personalized Puzzle
15,Male,Teacher,15000,Husband,Christmas,Hometown Personalized Puzzle
40,Male,Teacher,0,Husband,Christmas,Hometown Personalized Puzzle
15,Male,Teacher,0,Husband,Christmas,Personalized Golf Hat
40,Male,Teacher,20000,Husband,Christmas,Personalized LOVE Photos
15,Female,Teacher,15000,Husband,Christmas,100 Hikes Personalized Book
40,Male,Doctor,10000,Husband,Christmas,100 Hikes Personalized Book
45,Male,Doctor,20000,Husband,Christmas,100 Hikes Personalized Book
35,Male,Singer,32767,Husband,Christmas,Personalized LOVE Photos
40,Male,Engineer,10000,Husband,Christmas,Personalized LOVE Photos
15,Male,Teacher,5000,Husband,Christmas,100 Hikes Personalized Book
15,Male,Doctor,10000,Husband,Christmas,Personalized LOVE Photos
40,Female,Doctor,15000,Husband,Christmas,Personalized Golf Hat
25,Male,Footballer at el ahly sc,20000,Husband,Christmas,Personalized LOVE Photos
35,Male,Engineer,10000,Husband,Christmas,Personalized Golf Hat
15,Male,Doctor,15000,Husband,Christmas,Personalized LOVE Photos
15,Female,Doctor,15000,Husband,Christmas,Personalized LOVE Photos
15,Female,Teacher,10000,Husband,Christmas,Hometown Personalized Puzzle
20,Male,خريج,0,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Female,Student,0,brother,Christmas,Personalized 5 Slot Watch Box
20,Male,Student,0,brother,Christmas,"ا""The Original"" Sweatshirt"
15,Male,Student,0,brother,Christmas,
20,Male,Student,0,brother,Christmas,Personalized Barbecue Bible
20,Male,police officer,5000,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Male,Engineer,10000,brother,Christmas,"ا""The Original"" Sweatshirt"
25,Male,Engineer,15000,brother,Christmas,Personalized 5 Slot Watch Box
20,Male,gym trainer,5000,brother,Christmas,Personalized Barbecue Bible
20,Female,Designer,0,brother,Christmas,Personalized 5 Slot Watch Box
35,Male,Teacher,10000,brother,Christmas,Personalized 5 Slot Watch Box
35,Male,Teacher,10000,brother,Christmas,"ا""The Original"" Sweatshirt"
25,Male,Engineer,15000,brother,Christmas,"ا""The Original"" Sweatshirt"
25,Female,Teacher,5000,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Female,Student,0,brother,Christmas,"ا""The Original"" Sweatshirt"
30,Female,house wife,0,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Female,Teacher,5000,brother,Christmas,"ا""The Original"" Sweatshirt"
30,Female,secretary,10000,brother,Christmas,Personalized Barbecue Bible
15,Female,Student,0,brother,Christmas,Personalized 5 Slot Watch Box
20,Female,Student,0,brother,Christmas,Personalized Barbecue Bible
15,Female,Student,0,brother,Christmas,Personalized Barbecue Bible
20,Female,Student,20000,brother,Christmas,Personalized 5 Slot Watch Box
15,Male,Student,0,brother,Christmas,Personalized 5 Slot Watch Box
20,Male,Doctor,0,brother,Christmas,Personalized Barbecue Bible
15,Female,Student,0,brother,Christmas,"ا""The Original"" Sweatshirt"
25,Male,employee,5000,brother,Christmas,Personalized Barbecue Bible
20,Male,Student,0,brother,Christmas,Personalized 5 Slot Watch Box
25,Male,mechanic,5000,brother,Christmas,Personalized Barbecue Bible
25,Male,Teacher,5000,brother,Christmas,Personalized Barbecue Bible
20,Male,sales,5000,brother,Christmas,Personalized 5 Slot Watch Box
25,Male,security gaurd at night club,10000,brother,Christmas,Personalized 5 Slot Watch Box
15,Male,Student,5000,brother,Christmas,Personalized 5 Slot Watch Box
20,Male,Engineer,20000,brother,Christmas,"ا""The Original"" Sweatshirt"
15,Male,Student,0,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Female,Teacher,0,brother,Christmas,Personalized 5 Slot Watch Box
20,Male,Engineer,5000,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Male,driver,5000,brother,Christmas,Personalized Barbecue Bible
25,Male,waiter,5000,brother,Christmas,Personalized Barbecue Bible
25,Male,Engineer,10000,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Male,skate trainer,5000,brother,Christmas,"ا""The Original"" Sweatshirt"
25,Female,housewife,0,brother,Christmas,"ا""The Original"" Sweatshirt"
30,Female,housewife,0,brother,Christmas,"ا""The Original"" Sweatshirt"
54,Female,nurse,5000,brother,Christmas,Personalized 5 Slot Watch Box
58,Male,worker,5000,brother,Christmas,Personalized Barbecue Bible
45,Male,Engineer,32767,brother,Christmas,Personalized 5 Slot Watch Box
40,Female,housewife,5000,brother,Christmas,Personalized Barbecue Bible
45,Male,driver,5000,brother,Christmas,Personalized Barbecue Bible
40,Female,housewife,0,brother,Christmas,Personalized 5 Slot Watch Box
83,Male,retired,5000,brother,Christmas,Personalized Barbecue Bible
75,Female,housewife,0,brother,Christmas,Personalized 5 Slot Watch Box
51,Male,Engineer,0,brother,Christmas,Personalized Barbecue Bible
45,Female,housewife,0,brother,Christmas,Personalized 5 Slot Watch Box
30,Female,housewife,5000,brother,Christmas,Personalized Barbecue Bible
25,Female,Teacher,5000,brother,Christmas,Personalized Barbecue Bible
25,Male,Doctor,10000,brother,Christmas,Personalized Barbecue Bible
15,Male,Student,0,brother,Christmas,Personalized Barbecue Bible
40,Male,businessman,250,brother,Christmas,Personalized 5 Slot Watch Box
20,Female,Engineer,20000,brother,Christmas,Personalized 5 Slot Watch Box
20,Female,Chemistry engineer,30000,brother,Christmas,Personalized 5 Slot Watch Box
20,Female,Engineer,5000,brother,Christmas,Personalized 5 Slot Watch Box
25,Female,Teacher,10000,brother,Christmas,"ا""The Original"" Sweatshirt"
20,Female,TA assistant,0,brother,Christmas,Personalized Barbecue Bible
20,Female,Teacher,15000,brother,Christmas,Personalized Barbecue Bible
20,Female,Doctor,20000,brother,Christmas,Personalized 5 Slot Watch Box
20,Female,Doctor,15000,brother,Christmas,"ا""The Original"" Sweatshirt"
25,Male,Student,0,brother,Christmas,Personalized 5 Slot Watch Box
40,Female,Teacher,5000,brother,Christmas,"ا""The Original"" Sweatshirt"
25,Male,Student,0,brother,Christmas,"ا""The Original"" Sweatshirt"
